fecha,fecha_extraccion,departamento,precio_chacra,precio_mayorista,diferencia_en_soles,porcentaje,producto,categoria,fuente,ibc_pct,zscore,flag_outlier
2024-08-11,2026-04-29 20:30:00,LIMA,2.62,3.17,0.55,20.99,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,20.99,-0.66,False
2024-08-18,2026-04-29 20:30:00,LIMA,1.89,3.05,1.16,61.38,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,61.38,-0.97,False
2024-08-25,2026-04-29 20:30:00,LIMA,2.18,3.28,1.1,50.46,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,50.46,-1.23,False
2024-09-01,2026-04-29 20:30:00,LIMA,2.81,3.52,0.71,25.27,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,25.27,-1.14,False
2024-09-08,2026-04-29 20:30:00,LIMA,1.83,2.69,0.86,46.99,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,46.99,-0.12,False
2024-09-15,2026-04-29 20:30:00,LIMA,2.78,3.33,0.55,19.78,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,19.78,-0.88,False
2024-09-22,2026-04-29 20:30:00,LIMA,2.14,2.61,0.47,21.96,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,21.96,-0.41,False
2024-09-29,2026-04-29 20:30:00,LIMA,1.94,2.66,0.72,37.11,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,37.11,0.01,False
2024-10-06,2026-04-29 20:30:00,LIMA,2.64,3.26,0.62,23.48,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,23.48,0.57,False
2024-10-13,2026-04-29 20:30:00,LIMA,2.55,3.38,0.83,32.55,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,32.55,-1.38,False
2024-10-20,2026-04-29 20:30:00,LIMA,2.85,3.22,0.37,12.98,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,12.98,0.9,False
2024-10-27,2026-04-29 20:30:00,LIMA,2.68,3.86,1.18,44.03,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,44.03,0.38,False
2024-11-03,2026-04-29 20:30:00,LIMA,2.76,3.95,1.19,43.12,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,43.12,-1.25,False
2024-11-10,2026-04-29 20:30:00,LIMA,2.14,3.07,0.93,43.46,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,43.46,1.12,False
2024-11-17,2026-04-29 20:30:00,LIMA,2.01,2.79,0.78,38.81,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,38.81,1.26,False
2024-11-24,2026-04-29 20:30:00,LIMA,2.7,3.28,0.58,21.48,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,21.48,-1.32,False
2024-12-01,2026-04-29 20:30:00,LIMA,2.77,3.8,1.03,37.18,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,37.18,-0.67,False
2024-12-08,2026-04-29 20:30:00,LIMA,2.99,3.91,0.92,30.77,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,30.77,0.92,False
2024-12-15,2026-04-29 20:30:00,LIMA,2.3,2.75,0.45,19.57,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,19.57,0.74,False
2024-12-22,2026-04-29 20:30:00,LIMA,2.25,3.37,1.12,49.78,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,49.78,-0.95,False
2024-12-29,2026-04-29 20:30:00,LIMA,2.73,3.77,1.04,38.1,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,38.1,-0.87,False
2025-01-05,2026-04-29 20:30:00,LIMA,2.21,3.36,1.15,52.04,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,52.04,-0.39,False
2025-01-12,2026-04-29 20:30:00,LIMA,2.92,3.87,0.95,32.53,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,32.53,-0.05,False
2025-01-19,2026-04-29 20:30:00,LIMA,2.83,3.68,0.85,30.04,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,30.04,0.35,False
2025-01-26,2026-04-29 20:30:00,LIMA,2.31,2.99,0.68,29.44,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,29.44,-0.39,False
2025-02-02,2026-04-29 20:30:00,LIMA,2.7,3.84,1.14,42.22,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,42.22,-0.11,False
2025-02-09,2026-04-29 20:30:00,LIMA,2.71,3.79,1.08,39.85,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,39.85,0.74,False
2025-02-16,2026-04-29 20:30:00,LIMA,1.92,2.26,0.34,17.71,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,17.71,-1.39,False
2025-02-23,2026-04-29 20:30:00,LIMA,2.88,3.2,0.32,11.11,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,11.11,-0.74,False
2025-03-02,2026-04-29 20:30:00,LIMA,2.41,3.05,0.64,26.56,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,26.56,0.64,False
2025-03-09,2026-04-29 20:30:00,LIMA,2.79,3.82,1.03,36.92,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,36.92,1.19,False
2025-03-16,2026-04-29 20:30:00,LIMA,2.18,3.37,1.19,54.59,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,54.59,0.04,False
2025-03-23,2026-04-29 20:30:00,LIMA,2.87,3.31,0.44,15.33,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,15.33,0.1,False
2025-03-30,2026-04-29 20:30:00,LIMA,2.27,3.1,0.83,36.56,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,36.56,-1.18,False
2025-04-06,2026-04-29 20:30:00,LIMA,1.81,2.45,0.64,35.36,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,35.36,-0.16,False
2025-04-13,2026-04-29 20:30:00,LIMA,2.89,4.06,1.17,40.48,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,40.48,0.1,False
2025-04-20,2026-04-29 20:30:00,LIMA,1.91,2.97,1.06,55.5,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,55.5,-0.77,False
2025-04-27,2026-04-29 20:30:00,LIMA,2.18,3.23,1.05,48.17,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,48.17,-0.69,False
2025-05-04,2026-04-29 20:30:00,LIMA,2.94,3.66,0.72,24.49,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,24.49,-0.37,False
2025-05-11,2026-04-29 20:30:00,LIMA,2.94,3.61,0.67,22.79,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,22.79,-1.44,False
2025-05-18,2026-04-29 20:30:00,LIMA,2.49,3.04,0.55,22.09,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,22.09,-0.53,False
2025-05-25,2026-04-29 20:30:00,LIMA,2.56,2.91,0.35,13.67,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,13.67,-0.87,False
2025-06-01,2026-04-29 20:30:00,LIMA,2.34,3.42,1.08,46.15,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,46.15,-0.52,False
2025-06-08,2026-04-29 20:30:00,LIMA,2.15,3.18,1.03,47.91,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,47.91,-1.14,False
2025-06-15,2026-04-29 20:30:00,LIMA,2.19,3.39,1.2,54.79,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,54.79,1.17,False
2025-06-22,2026-04-29 20:30:00,LIMA,2.61,3.81,1.2,45.98,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,45.98,0.28,False
2025-06-29,2026-04-29 20:30:00,LIMA,2.7,3.5,0.8,29.63,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,29.63,0.54,False
2025-07-06,2026-04-29 20:30:00,LIMA,2.75,3.74,0.99,36.0,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,36.0,0.87,False
2025-07-13,2026-04-29 20:30:00,LIMA,2.75,3.9,1.15,41.82,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,41.82,-0.0,False
2025-07-20,2026-04-29 20:30:00,LIMA,1.91,2.97,1.06,55.5,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,55.5,-1.24,False
2025-07-27,2026-04-29 20:30:00,LIMA,2.39,2.91,0.52,21.76,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,21.76,0.11,False
2025-08-03,2026-04-29 20:30:00,LIMA,1.87,2.58,0.71,37.97,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,37.97,0.26,False
2025-08-10,2026-04-29 20:30:00,LIMA,2.46,2.88,0.42,17.07,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,17.07,0.74,False
2025-08-17,2026-04-29 20:30:00,LIMA,2.33,3.49,1.16,49.79,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,49.79,-0.21,False
2025-08-24,2026-04-29 20:30:00,LIMA,2.87,3.72,0.85,29.62,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,29.62,-1.12,False
2025-08-31,2026-04-29 20:30:00,LIMA,2.22,2.73,0.51,22.97,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,22.97,-0.65,False
2025-09-07,2026-04-29 20:30:00,LIMA,1.94,2.84,0.9,46.39,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,46.39,-0.41,False
2025-09-14,2026-04-29 20:30:00,LIMA,1.97,2.83,0.86,43.65,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,43.65,0.44,False
2025-09-21,2026-04-29 20:30:00,LIMA,2.71,3.33,0.62,22.88,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,22.88,0.21,False
2025-09-28,2026-04-29 20:30:00,LIMA,2.54,2.94,0.4,15.75,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,15.75,-0.43,False
2025-10-05,2026-04-29 20:30:00,LIMA,1.92,2.82,0.9,46.88,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,46.88,1.46,False
2025-10-12,2026-04-29 20:30:00,LIMA,1.9,2.67,0.77,40.53,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,40.53,0.32,False
2025-10-19,2026-04-29 20:30:00,LIMA,2.64,3.64,1.0,37.88,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,37.88,-0.79,False
2025-10-26,2026-04-29 20:30:00,LIMA,1.89,2.66,0.77,40.74,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,40.74,-1.19,False
2025-11-02,2026-04-29 20:30:00,LIMA,2.79,3.86,1.07,38.35,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,38.35,-1.04,False
2025-11-09,2026-04-29 20:30:00,LIMA,2.65,3.45,0.8,30.19,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,30.19,-0.76,False
2025-11-16,2026-04-29 20:30:00,LIMA,1.9,2.7,0.8,42.11,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,42.11,-1.02,False
2025-11-23,2026-04-29 20:30:00,LIMA,1.9,2.99,1.09,57.37,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,57.37,-0.94,False
2025-11-30,2026-04-29 20:30:00,LIMA,2.98,3.64,0.66,22.15,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,22.15,-0.64,False
2025-12-07,2026-04-29 20:30:00,LIMA,2.25,2.67,0.42,18.67,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,18.67,-0.98,False
2025-12-14,2026-04-29 20:30:00,LIMA,2.24,2.57,0.33,14.73,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,14.73,1.19,False
2025-12-21,2026-04-29 20:30:00,LIMA,2.78,3.76,0.98,35.25,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,35.25,-1.26,False
2025-12-28,2026-04-29 20:30:00,LIMA,2.94,3.8,0.86,29.25,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,29.25,0.07,False
2026-01-04,2026-04-29 20:30:00,LIMA,2.98,3.91,0.93,31.21,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,31.21,-0.27,False
2026-01-11,2026-04-29 20:30:00,LIMA,2.7,3.19,0.49,18.15,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,18.15,1.45,False
2026-01-18,2026-04-29 20:30:00,LIMA,2.25,2.67,0.42,18.67,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,18.67,-1.16,False
2026-01-25,2026-04-29 20:30:00,LIMA,1.9,2.21,0.31,16.32,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,16.32,-0.31,False
2026-02-01,2026-04-29 20:30:00,LIMA,2.73,3.35,0.62,22.71,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,22.71,1.41,False
2026-02-08,2026-04-29 20:30:00,LIMA,2.47,3.3,0.83,33.6,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,33.6,1.1,False
2026-02-15,2026-04-29 20:30:00,LIMA,2.31,2.96,0.65,28.14,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,28.14,0.95,False
2026-02-22,2026-04-29 20:30:00,LIMA,2.89,3.58,0.69,23.88,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,23.88,-0.73,False
2026-03-01,2026-04-29 20:30:00,LIMA,1.93,3.04,1.11,57.51,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,57.51,-0.99,False
2026-03-08,2026-04-29 20:30:00,LIMA,2.39,3.0,0.61,25.52,Cebolla,CEBOLLA CABEZA BLANCA,manual_upload,25.52,0.51,False
